,id,retweet_count,date_created,tweet,clean_tweet,topic
27,1508661770654732292,11,2022-03-29 04:26:10+00:00,b'RT @WandileSihlobo: The year 2021 was excellent for South Africa\xe2\x80\x99s beef exports.\n\nWe saw a 49% y/y in beef exports to 54 334 tonnes. This w\xe2\x80\xa6',year excellent south africa beef exports beef exports tonnes,6
28,1508661769279094786,0,2022-03-29 04:26:10+00:00,b'@Macky_Sall @CyrilRamaphosa Congratulations to you and to the People of South Africa. \nMay ALLAH reinforce our Afri\xe2\x80\xa6 https://t.co/8TgL6AuyM0',congratulations people south africa nmay allah reinforce afri,6
29,1508661726987931652,73,2022-03-29 04:25:59+00:00,"b'RT @OliviaLaGrange3: Nothing can stop #OperationDudula. Patriots are sick of drug peddlers, traffickers and smugglers in South Africa. We w\xe2\x80\xa6'",nothing stop operationdudula patriots sick drug peddlers traffickers smugglers south africa,3
30,1508661699192274946,69,2022-03-29 04:25:53+00:00,b'RT @NinoBrownGP_: Buying a Brand New or Second Hand car?\n\n@thabo_wakgosi can help! \n\n\xe2\x9c\x85FINANCE AVAILABLE FROM ALL MAJOR BANKS IN SOUTH AFRIC\xe2\x80\xa6',buying brand second hand help finance available major banks south afric,3
31,1508661684369510403,0,2022-03-29 04:25:49+00:00,"b'@HermanMashaba @PresidencyZA The only thing that @MYANC will do with their friends, the Guptas, is to visit them, h\xe2\x80\xa6 https://t.co/iakrIgA1n4'",thing friends guptas visit,2
32,1508661650987139075,1,2022-03-29 04:25:41+00:00,b'MSC Cruises SA says the death of a South African crew member aboard its ship MSC Orchestra is believed to be of an\xe2\x80\xa6 https://t.co/L16pYYDa3p',cruises says death south african crew member aboard ship orchestra believed,2
33,1508661634507628548,53,2022-03-29 04:25:37+00:00,b'RT @OstrichStrategy: We support the struggle that both Gayton MacKenzie &amp; #nhlanhla_lux advance. To unify all Blacks (so called Africans &amp;\xe2\x80\xa6',support struggle gayton mackenzie nhlanhla advance unify blacks called africans,1
34,1508661624818782208,127,2022-03-29 04:25:35+00:00,"b'RT @CyrilRamaphosa: I am currently on a visit to the United Arab Emirates, where we are making a case for investors in the Gulf and beyond\xe2\x80\xa6'",currently visit united arab emirates making case investors gulf beyond,8
35,1508661601402068995,210,2022-03-29 04:25:30+00:00,b'RT @Kea91492014: North West Stand Up\nEC Stand Up\nWC Stand Up\nLIMPOPO Stand Up\nNC Stand Up\nMPUMALANGA Stand Up\nKZN Stand Up\nGAUTENG Stand Up\xe2\x80\xa6',north west stand stand stand nlimpopo stand stand nmpumalanga stand nkzn stand ngauteng stand,9
36,1508661554430230534,20,2022-03-29 04:25:18+00:00,b'RT @VICE: Amazon has been blocked from building a new headquarters that indigenous groups say would do \xe2\x80\x98irreparable harm\xe2\x80\x99 to a sacred herit\xe2\x80\xa6',amazon blocked building headquarters indigenous groups would irreparable harm sacred herit,0
37,1508661553889001473,1755,2022-03-29 04:25:18+00:00,"b'RT @ICC: \xf0\x9f\x9a\xa8 MUST WATCH \xf0\x9f\x9a\xa8\n\nDrama \xf0\x9f\x94\x81 Agony \xf0\x9f\x94\x81 Ecstasy\n\nAn all-access, behind-the-scenes look at an epic India-South Africa finale \xf0\x9f\x94\xa5\n\n#CWC22 http\xe2\x80\xa6'",must watch ndrama agony ecstasy access behind scenes look epic india south africa finale http,8
38,1508661544590139396,210,2022-03-29 04:25:16+00:00,b'RT @Kea91492014: North West Stand Up\nEC Stand Up\nWC Stand Up\nLIMPOPO Stand Up\nNC Stand Up\nMPUMALANGA Stand Up\nKZN Stand Up\nGAUTENG Stand Up\xe2\x80\xa6',north west stand stand stand nlimpopo stand stand nmpumalanga stand nkzn stand ngauteng stand,9
39,1508661527007707137,0,2022-03-29 04:25:12+00:00,b'The dawn of New South Africa is when all Black South Africans are fully united as a community: leaders\xe2\x80\xa6 https://t.co/sdhvXctlGT',dawn south africa black south africans fully united community leaders,3
40,1508661496821297156,110,2022-03-29 04:25:05+00:00,"b'RT @DonaldBKipkorir: Where in the world is a Vice President rude &amp; condescending to the President? Who has ever heard of the VPs of Uganda,\xe2\x80\xa6'",world vice president rude condescending president ever heard uganda,3
41,1508661487904165896,170,2022-03-29 04:25:02+00:00,b'RT @MightiJamie: The most dangerous drugs in South Africa are served ice cold. \n\nThe most harmful drugs in South Africa have the largest ad\xe2\x80\xa6',dangerous drugs south africa served cold nthe harmful drugs south africa largest,3
42,1508661472943034368,403,2022-03-29 04:24:59+00:00,"b'RT @lasizwe: If the Oscars were in South Africa, this would be Lupita at the Oscar\xe2\x80\x99s AfterParty \n\n#Lupita #oscars https://t.co/FsOvu93IaJ'",oscars south africa would lupita oscar afterparty lupita oscars,7
43,1508661452533551110,176,2022-03-29 04:24:54+00:00,"b""RT @Rakgadi_EM: Real political analysts @kimheller3 speaking truth to power about @EFFSouthAfrica 's readiness to govern South Africa \xf0\x9f\x87\xbf\xf0\x9f\x87\xa6 ht\xe2\x80\xa6""",real political analysts speaking truth power readiness govern south africa,4
44,1508661439443124229,1,2022-03-29 04:24:51+00:00,b'Good morning South Africa and the rest of the world.',good morning south africa rest world,0
45,1508661419419615233,54,2022-03-29 04:24:46+00:00,b'RT @Paratus2014: Vigilantism in South Africa is a direct result of the absence of the rule of law and the failure of the SAPS to protect an\xe2\x80\xa6',vigilantism south africa direct result absence rule failure saps protect,9
46,1508661385978265601,7,2022-03-29 04:24:38+00:00,b'RT @shiviadmirer_: So shivi is spending time with her family bcoz she wil go to south africa next month ? \xf0\x9f\xa4\xa9 #ShivangiJoshi',shivi spending time family bcoz south africa next month shivangijoshi,3
47,1508661384837578754,3,2022-03-29 04:24:38+00:00,"b'RT @InHomeTutor808: Qatar Fund for Development, in cooperation with Education Above All Foundation, signed 7 agreements to support the educ\xe2\x80\xa6'",qatar fund development cooperation education foundation signed agreements support educ,1
48,1508661371403214854,1755,2022-03-29 04:24:35+00:00,"b'RT @ICC: \xf0\x9f\x9a\xa8 MUST WATCH \xf0\x9f\x9a\xa8\n\nDrama \xf0\x9f\x94\x81 Agony \xf0\x9f\x94\x81 Ecstasy\n\nAn all-access, behind-the-scenes look at an epic India-South Africa finale \xf0\x9f\x94\xa5\n\n#CWC22 http\xe2\x80\xa6'",must watch ndrama agony ecstasy access behind scenes look epic india south africa finale http,8
49,1508661362930511872,3,2022-03-29 04:24:33+00:00,"b'Qatar Fund for Development, in cooperation with Education Above All Foundation, signed 7 agreements to support the\xe2\x80\xa6 https://t.co/VXNu9PahSP'",qatar fund development cooperation education foundation signed agreements support,1
50,1508661330647166978,441,2022-03-29 04:24:25+00:00,b'RT @KickOffMagazine: A new report has revealed that the DStv Premiership is among the worst leagues in the world when it comes to providing\xe2\x80\xa6',report revealed dstv premiership among worst leagues world comes providing,6
51,1508661324997439489,441,2022-03-29 04:24:24+00:00,b'RT @KickOffMagazine: A new report has revealed that the DStv Premiership is among the worst leagues in the world when it comes to providing\xe2\x80\xa6',report revealed dstv premiership among worst leagues world comes providing,6
52,1508661290289577987,225,2022-03-29 04:24:15+00:00,"b'RT @PeterZeihan: Note: this is just Africa, and just wheat. The Middle East is similarly dependent. And South Asia is if anything more depe\xe2\x80\xa6'",note africa wheat middle east similarly dependent south asia anything depe,1
53,1508661221389647874,12,2022-03-29 04:23:59+00:00,"b'RT @CPJAfrica: Ahead of Amir Aman Kiyaro\xe2\x80\x99s court appearance in #Ethiopia on March 29, U.S. lawmakers @RepMGS and @RepAdamSchiff have called\xe2\x80\xa6'",ahead amir aman kiyaro court appearance ethiopia march lawmakers called,1
54,1508661220345270272,1089,2022-03-29 04:23:59+00:00,"b""RT @sepedirock: Morning fighters @EFFSouthAfrica here's your brother with his rare skill in South Africa. https://t.co/19JJViG8my""",morning fighters brother rare skill south africa,2
55,1508661188976123906,170,2022-03-29 04:23:51+00:00,b'RT @MightiJamie: The most dangerous drugs in South Africa are served ice cold. \n\nThe most harmful drugs in South Africa have the largest ad\xe2\x80\xa6',dangerous drugs south africa served cold nthe harmful drugs south africa largest,3
56,1508661171297132553,170,2022-03-29 04:23:47+00:00,b'RT @MightiJamie: The most dangerous drugs in South Africa are served ice cold. \n\nThe most harmful drugs in South Africa have the largest ad\xe2\x80\xa6',dangerous drugs south africa served cold nthe harmful drugs south africa largest,3
57,1508661100568621058,3,2022-03-29 04:23:30+00:00,"b'RT @ariellas1: 3 months from this moment, @emirates will start its daily flights to #TelAviv. The 1st flight will take off on June 23 @ 15:\xe2\x80\xa6'",months moment start daily flights telaviv flight take june,4
58,1508661040652947463,1,2022-03-29 04:23:16+00:00,b'RT @Ziyaggy: @elonmusk Please update us on when Tesla will start selling and shipping vehicles to South Africa \xf0\x9f\x87\xbf\xf0\x9f\x87\xa6',please update tesla start selling shipping vehicles south africa,7
59,1508661038576816132,4,2022-03-29 04:23:15+00:00,"b'RT @shufflesdu: ""Is South Africa a failed state? My answer is no. However, the country is increasingly accumulating some of the characteris\xe2\x80\xa6'",south africa failed state answer however country increasingly accumulating characteris,7
60,1508661034856464387,38,2022-03-29 04:23:14+00:00,"b""RT @destinyzee: #IncaseYouMissedIt \xf0\x9f\xa4\xa3 \xf0\x9f\xa4\xa3 \xf0\x9f\xa4\xa3\n\nWho copied who here? South Africa or America's started this calendar thing? https://t.co/aUQUmKM4\xe2\x80\xa6""",incaseyoumissedit nwho copied south africa america started calendar thing,5
61,1508661026450984963,0,2022-03-29 04:23:12+00:00,b'$JTOPI South Africa JSE FTSE Top 40 top: $KIO.JO $RMH.JO $EXX.JO $ARI.JO. Selected by our stock screener:\xe2\x80\xa6 https://t.co/nlOpfHLrk4',jtopi south africa ftse selected stock screener,5
62,1508660997476728841,110,2022-03-29 04:23:06+00:00,"b'RT @DonaldBKipkorir: Where in the world is a Vice President rude &amp; condescending to the President? Who has ever heard of the VPs of Uganda,\xe2\x80\xa6'",world vice president rude condescending president ever heard uganda,3
63,1508660995203473412,32,2022-03-29 04:23:05+00:00,b'RT @irlovelounge: Your sister had her first bbc experience during your family holiday to south africa. she was in shock by the size of it a\xe2\x80\xa6',sister first experience family holiday south africa shock size,2
64,1508660981530247173,170,2022-03-29 04:23:02+00:00,b'RT @MightiJamie: The most dangerous drugs in South Africa are served ice cold. \n\nThe most harmful drugs in South Africa have the largest ad\xe2\x80\xa6',dangerous drugs south africa served cold nthe harmful drugs south africa largest,3
65,1508660980066181128,820,2022-03-29 04:23:01+00:00,"b'RT @SunflowerSrina: \xe2\x80\x9cWe will continue to have Indian friends, we will continue to have Coloured friends, we will continue to have White fri\xe2\x80\xa6'",continue indian friends continue coloured friends continue white,7
66,1508660962680844294,2,2022-03-29 04:22:57+00:00,b'We are so proud to be part of this wonderful initiative. South Africa and Africa please support us! https://t.co/PqtN4M1hzf',proud part wonderful initiative south africa africa please support,4
67,1508660944951521283,65,2022-03-29 04:22:53+00:00,b'RT @Palesa99570181: What if SANDF are sent to Mozambique to safeguard drugs that are being smuggled to South Africa. Foreigners are kept as\xe2\x80\xa6',sandf sent mozambique safeguard drugs smuggled south africa foreigners kept,9
68,1508660942065881093,65,2022-03-29 04:22:52+00:00,"b""RT @chiko_roko: Hey, hey, it's Roko! Today I'm in South Africa! \xf0\x9f\x87\xbf\xf0\x9f\x87\xa6 Like many of our other figurines, this one is inspired by the bright col\xe2\x80\xa6""",roko today south africa like many figurines inspired bright,4
69,1508660936185458688,25,2022-03-29 04:22:51+00:00,b'RT @MosesMthomben10: Everything that Ramaphosa is leading is collapsing\n\nSouth Africa and the ANC dying a real death',everything ramaphosa leading collapsing nsouth africa dying real death,6
70,1508660911610998787,30,2022-03-29 04:22:45+00:00,b'RT @MarioKhumalo: The future of South Africa is not about political parties handing out t-shirts and food parcels.\n\nThe future must be a vi\xe2\x80\xa6',future south africa political parties handing shirts food parcels nthe future must,6
71,1508660808531730433,2,2022-03-29 04:22:20+00:00,"b'RT @profmiketoole: @david_horton2 @ShiannonC @JonesHowdareyou @DrEricDing And #22 for total cumulative cases. Well above South Africa, Phil\xe2\x80\xa6'",total cumulative cases well south africa phil,2
72,1508660787648221184,10,2022-03-29 04:22:15+00:00,b'RT @SakSGhai: How does social media impact well-being in the majority of the world\xe2\x80\x99s adolescent population?\n\nWe review five regions in the\xe2\x80\xa6',social media impact well majority world adolescent population review five regions,0
73,1508660780404822018,41,2022-03-29 04:22:14+00:00,b'RT @OstrichStrategy: Blacks in South Africa must start uniting. One of pet projects we do is buy farm and create a Garden Estate where Blac\xe2\x80\xa6',blacks south africa must start uniting projects farm create garden estate blac,3
74,1508660771013763076,0,2022-03-29 04:22:12+00:00,b'@ManasRout1996 I respect Chris Rock for that just hate Jada so much right now \n\n Jada has one solid hater from South africa... and thats me',respect chris rock hate jada much right jada solid hater south africa thats,2
75,1508660767175888896,2,2022-03-29 04:22:11+00:00,b'RT @Walawhy8: What #Nigeria will take support #Ghana\xe2\x80\xa6.them go take support South Africa \xf0\x9f\x87\xbf\xf0\x9f\x87\xa6  them never love us Ghanaians always support Nig\xe2\x80\xa6',nigeria take support ghana take support south africa never love ghanaians always support,7
76,1508660744153440260,440,2022-03-29 04:22:05+00:00,"b'RT @Macky_Sall: I am happy to name the 1,600 meter-long Foundiougne Bridge after Nelson Mandela, who shall never be forgotten, Nelson Mande\xe2\x80\xa6'",happy name meter long foundiougne bridge nelson mandela shall never forgotten nelson mande,4
77,1508660734565122051,2,2022-03-29 04:22:03+00:00,"b'@david_horton2 @ShiannonC @JonesHowdareyou @DrEricDing And #22 for total cumulative cases. Well above South Africa,\xe2\x80\xa6 https://t.co/ZRdN36ou8B'",total cumulative cases well south africa,2
78,1508660721810391046,0,2022-03-29 04:22:00+00:00,"b'@tito_mboweni Just returned from Australia\xe2\x80\xa6.Yes, South Africa is becoming a shithole country starting with OR Thamb\xe2\x80\xa6 https://t.co/3TAG3piS3m'",returned australia south africa becoming shithole country starting thamb,2
79,1508660686397886465,1089,2022-03-29 04:21:51+00:00,"b""RT @sepedirock: Morning fighters @EFFSouthAfrica here's your brother with his rare skill in South Africa. https://t.co/19JJViG8my""",morning fighters brother rare skill south africa,2
80,1508660665917050880,4,2022-03-29 04:21:46+00:00,"b'RT @SAfirstAML: "" If you are a leader &amp; you want to please everybody go &amp; sell Ice Cream..""@Julius_S_Malema @EFFSouthAfrica South Africans\xe2\x80\xa6'",leader want please everybody sell cream south africans,0
81,1508660638817873924,1755,2022-03-29 04:21:40+00:00,"b'RT @ICC: \xf0\x9f\x9a\xa8 MUST WATCH \xf0\x9f\x9a\xa8\n\nDrama \xf0\x9f\x94\x81 Agony \xf0\x9f\x94\x81 Ecstasy\n\nAn all-access, behind-the-scenes look at an epic India-South Africa finale \xf0\x9f\x94\xa5\n\n#CWC22 http\xe2\x80\xa6'",must watch ndrama agony ecstasy access behind scenes look epic india south africa finale http,8
82,1508660618211082242,441,2022-03-29 04:21:35+00:00,b'RT @KickOffMagazine: A new report has revealed that the DStv Premiership is among the worst leagues in the world when it comes to providing\xe2\x80\xa6',report revealed dstv premiership among worst leagues world comes providing,6
83,1508660584400707587,0,2022-03-29 04:21:27+00:00,"b'The beneficiaries of South Africa has right to fix and restore dignity of their country,  without asking anyone.\nBe\xe2\x80\xa6 https://t.co/b4nUMkCM2F'",beneficiaries south africa right restore dignity country without asking anyone,2
84,1508660582131638273,104,2022-03-29 04:21:26+00:00,b'RT @ConCaracal: The ruling party in South Africa owes R100 million in taxes but arrogantly lectures citizens on why their tax money should\xe2\x80\xa6',ruling party south africa owes million taxes arrogantly lectures citizens money,0
85,1508660575211040773,0,2022-03-29 04:21:25+00:00,"b""@sabcmorninglive \nSomething to be concerned about this morning;SA President is in Dubai highlighting South Africa's\xe2\x80\xa6 https://t.co/7oslzzkshY""",nsomething concerned morning president dubai highlighting south africa,8
86,1508660560359006209,0,2022-03-29 04:21:21+00:00,b'@Newzroom405 We have EFF students recruiting\n\nLabour Desk Recruiting\n\nGBV desk recruiting\n\nEFF card carrying member\xe2\x80\xa6 https://t.co/v6Dcz7g7Sq',students recruiting nlabour desk recruiting ngbv desk recruiting neff card carrying member,5
87,1508660520735416323,0,2022-03-29 04:21:12+00:00,"b'\xe2\x80\x9cIf you think we\xe2\x80\x99ve got Hell on earth now, you just get ready,\xe2\x80\x9d the former Governor of South Carolina continued. \xe2\x80\x9cI\xe2\x80\xa6 https://t.co/Fv8KyrTy78'",think hell earth ready former governor south carolina continued,1
88,1508660508857094144,567,2022-03-29 04:21:09+00:00,b'RT @SA_NCB: South Africa has a host of World Class manufacturing resources and infrastructures in place to attend to your every need. #OurD\xe2\x80\xa6',south africa host world class manufacturing resources infrastructures place attend every need ourd,0
89,1508660485427806210,10,2022-03-29 04:21:03+00:00,"b'RT @EvyonK: How would you compare Nigeria, South Africa and Tanzania music to Kenyan Music? #EzekielMutuaMCSK https://t.co/fdxZEPGm7f'",would compare nigeria south africa tanzania music kenyan music ezekielmutuamcsk,0
90,1508660480981798913,45,2022-03-29 04:21:02+00:00,b'RT @naughty_moms: Some south africa fuck..watch more https://t.co/9ec0fmFnAG https://t.co/XhDWQp60i2',south africa fuck watch,3
91,1508660468428288002,369,2022-03-29 04:20:59+00:00,b'RT @BulelaniBala: Being a black entrepreneur in South Africa is tough. The depression. The anxiety. The debt. The red tape. You will work y\xe2\x80\xa6',black entrepreneur south africa tough depression anxiety debt tape work,1
92,1508660467132162048,2,2022-03-29 04:20:59+00:00,b'RT @Newsbreak_Lotus: #Headline South Africa is once more ready to roll out the red carpet to international visitors @GenLanka speaks to Tou\xe2\x80\xa6',headline south africa ready roll carpet international visitors speaks,5
93,1508660465236594691,5,2022-03-29 04:20:59+00:00,b'RT @MotorBeam: Hyundai Alcazar launched as Hyundai Grand Creta in South Africa \n\nTo be offered with 2.0-litre NA petrol and 1.5-litre diese\xe2\x80\xa6',hyundai alcazar launched hyundai grand creta south africa offered litre petrol litre diese,7
94,1508660426900393990,302,2022-03-29 04:20:49+00:00,b'RT @DerQatter: Mozambique government is disturbing drugs in South Africa &amp; the @MYANC @EFFSouthAfrica &amp; @Our_DA is aware &amp; protecting de dr\xe2\x80\xa6',mozambique government disturbing drugs south africa aware protecting,1
95,1508660409662078979,0,2022-03-29 04:20:45+00:00,b'The ACG Geotechnical Design for Underground Metalliferous Mines Course will be held twice over 16-20 May 2022 to su\xe2\x80\xa6 https://t.co/JLclv4ggny',geotechnical design underground metalliferous mines course held twice,0
96,1508660409473159170,0,2022-03-29 04:20:45+00:00,"b""@eNCA Nothing to do with us! We've got a more serious fight here in South Africa which is to secure our borders and\xe2\x80\xa6 https://t.co/GJeZDfGPyD""",nothing serious fight south africa secure borders,0
97,1508660359820886021,14,2022-03-29 04:20:33+00:00,b'RT @ChampionSAfrica: Champion South Africa founder @AshrafGarda met up with @UrbanLo in Cape Town. Both have a common goal to build the Sou\xe2\x80\xa6',champion south africa founder cape town common goal build,0
98,1508660340028055558,0,2022-03-29 04:20:29+00:00,b'England \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xa5\xf3\xa0\x81\xae\xf3\xa0\x81\xa7\xf3\xa0\x81\xbf will have played 9 of the 54 different African Nations after the friendly against \xf0\x9f\x87\xa8\xf0\x9f\x87\xae Ivory Coast:\xe2\x80\xa6 https://t.co/qFjLpfSoQI',england played different african nations friendly ivory coast,0
99,1508660336576106497,182,2022-03-29 04:20:28+00:00,b'RT @CameronKendall: I recently posted a tweet where I said that foreign nationals of Zimbabwe should be allowed to vote in South Africa. I\xe2\x80\xa6',recently posted tweet said foreign nationals zimbabwe allowed vote south africa,9
100,1508660328770555906,1089,2022-03-29 04:20:26+00:00,"b""RT @sepedirock: Morning fighters @EFFSouthAfrica here's your brother with his rare skill in South Africa. https://t.co/19JJViG8my""",morning fighters brother rare skill south africa,2
101,1508660279596527616,225,2022-03-29 04:20:14+00:00,"b'RT @PeterZeihan: Note: this is just Africa, and just wheat. The Middle East is similarly dependent. And South Asia is if anything more depe\xe2\x80\xa6'",note africa wheat middle east similarly dependent south asia anything depe,1
